total_income,loan_amount,term,interest_rate,own_car,own_house,nr_children,income_type,education_type,family_status,housing_type,region_population_ratio,days_birth,days_employed,days_registration,mobile_number,phone_number,email,days_phone_change,occupation_type,family_count,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,Default
112500.0,134316.0,18,3.394330555356545,N,N,0,Pensioner,Secondary / secondary special,Widow,Rented studio,0.010643,-24418,365243,-17753.0,1,0,0,-2.0,,1.0,,0.3477689835707831,0.4722533429586386,0,0,0,0,0
315000.0,252000.0,30,3.924483293638261,Y,N,0,Working,Higher education,Civil marriage,House,0.020713,-13474,-2008,-1910.0,1,0,0,-2227.0,Private service staff,2.0,,0.3866126373508525,0.4650692149562261,0,1,0,0,0
225000.0,315000.0,18,3.1044432092092014,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House,0.00963,-15729,-649,-4740.0,1,0,0,-1696.0,Drivers,3.0,,0.1648842624871348,0.6832688314232291,0,1,0,0,0
38250.0,90000.0,12,3.5262312564672493,N,Y,2,Working,Secondary / secondary special,Married,With parents,0.026392,-9912,-393,-2085.0,1,0,0,-1101.0,Core staff,4.0,0.3527281567212422,0.6255656264015403,0.7610263695502636,0,1,0,0,0
225000.0,808650.0,48,3.055677894603188,Y,Y,0,Pensioner,Secondary / secondary special,Married,House,0.011703,-21849,365243,-1080.0,1,1,0,-92.0,,2.0,,0.7342604601086995,0.3723336657058204,0,0,0,0,0
247500.0,447768.0,30,3.3002422159157936,Y,N,0,Working,Secondary / secondary special,Married,Apartment,0.026392,-16758,-3384,-5635.0,1,0,0,-2527.0,Drivers,2.0,0.6682355518975115,0.5249757263276672,0.0414716966252567,0,1,0,0,0
135000.0,900000.0,42,2.6179127290121853,Y,N,0,Commercial associate,Higher education,Married,House,0.007305,-15361,-433,-10217.0,1,0,0,-390.0,,2.0,0.8126734896436573,0.377845152729456,,0,1,0,0,0
180000.0,719451.0,24,4.120126333392748,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.01885,-13970,-2213,-11656.0,1,0,1,-310.0,Managers,2.0,0.1453419162775298,0.3006713463183852,0.4686596550493113,0,1,0,0,0
121500.0,526500.0,12,3.6371308674665803,N,Y,0,Working,Secondary / secondary special,Single / not married,House,0.028663,-20355,-3099,-10653.0,1,1,0,-500.0,Laborers,1.0,,0.6166941544840068,0.5298898341969072,0,1,0,0,0
126000.0,755190.0,12,3.2667292181273817,N,Y,0,Pensioner,Secondary / secondary special,Married,Co-op house,0.006305,-23414,365243,-835.0,1,0,0,-537.0,,2.0,,0.53854884851985,0.3944954053123993,0,0,0,0,0
202500.0,1288350.0,54,3.1078305716746235,N,N,1,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.04622,-17971,-3625,-11326.0,1,1,0,-2623.0,Managers,3.0,,0.6745873558085035,,0,1,0,0,0
126000.0,508495.5,12,4.197547115315952,Y,N,0,Working,Secondary / secondary special,Married,Rented room,0.022625,-14314,-3751,-6707.0,1,1,0,-417.0,Sales staff,2.0,0.3538914853979895,0.0889549174328073,0.1510075350878296,0,1,0,0,1
225000.0,360000.0,12,3.0194131043114383,Y,Y,0,Working,Higher education,Married,House,0.015221,-16260,-2382,-1310.0,1,0,0,-644.0,,2.0,0.230052629349209,0.2722740905924993,0.108924403541012,0,1,0,0,0
216000.0,1081179.0,42,3.5912623973856674,Y,Y,0,Working,Secondary / secondary special,Married,House,0.020246,-21583,-6419,-7242.0,1,1,0,0.0,Laborers,2.0,,0.1068640215182808,0.470456116119975,0,0,0,1,0
180000.0,225000.0,24,3.6600414363365004,Y,Y,1,Commercial associate,Secondary / secondary special,Married,Apartment,0.026392,-8862,-1175,-3660.0,1,1,0,-1292.0,Drivers,3.0,,0.221859348078916,0.3170317785834444,0,1,0,0,0
337500.0,544491.0,30,3.210895477367073,Y,Y,1,Commercial associate,Higher education,Married,Apartment,0.025164,-11713,-487,-2447.0,1,0,1,-1.0,Managers,3.0,0.7334257364811698,0.3833094073982524,0.4135967602644276,0,1,0,0,0
112500.0,672174.0,18,3.335968328054358,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.010643,-22525,365243,-6248.0,1,0,0,-1119.0,,2.0,,0.670976831989264,0.6347055309763198,0,1,0,0,0
180000.0,279000.0,36,4.505040501477087,N,Y,0,Working,Higher education,Married,Rented room,0.032561,-19436,-9256,-9833.0,1,1,0,-1528.0,Medicine staff,2.0,,0.782896908915681,0.7610263695502636,0,1,0,0,0
135000.0,1133748.0,36,2.1034151286734977,N,Y,0,Working,Higher education,Married,House,0.028663,-15665,-2535,-6568.0,1,1,0,0.0,Accountants,2.0,,0.1679541472905449,0.5442347412142162,0,1,0,0,0
90000.0,472500.0,12,3.8487505232122863,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House,0.0088659999999999,-23777,365243,-5069.0,1,0,0,-230.0,,1.0,,0.2811669914962372,0.5136937663039473,0,0,0,0,0
135000.0,225000.0,36,3.2501284773159353,Y,N,1,Working,Higher education,Married,Rented apartment,0.0096569999999999,-11777,-1712,-5909.0,1,0,0,-1742.0,Laborers,3.0,0.6012396771339298,0.4775535072048791,0.7062051096536562,0,0,0,0,0
225000.0,1006920.0,60,2.778197031473178,N,Y,0,Commercial associate,Secondary / secondary special,Married,Apartment,0.035792,-12518,-2780,-4046.0,1,0,0,-1659.0,Private service staff,2.0,,0.6513162502162686,,0,0,0,1,0
126000.0,521280.0,12,4.306202532903141,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.010276,-19115,-726,-3124.0,1,1,0,-1988.0,,2.0,0.4267330000799642,0.5495058974266936,0.2314393514998941,0,1,0,0,0
157500.0,668304.0,24,2.582999861240886,N,N,0,Commercial associate,Secondary / secondary special,Married,Co-op house,0.022625,-14067,-7217,-1486.0,1,1,1,-1620.0,Laborers,2.0,0.1203792709891991,0.0013725644168555,0.2301588968634147,0,1,0,0,1
157500.0,540000.0,30,2.592501610821205,Y,N,1,Working,Secondary / secondary special,Separated,Apartment,0.010276,-11332,-673,-5962.0,1,0,0,-538.0,Laborers,2.0,,0.3241834666541986,0.2970866116472028,0,1,0,0,0
112500.0,168102.0,36,4.0977611803554055,Y,N,0,Working,Secondary / secondary special,Married,Rented studio,0.035792,-10948,-2858,-4780.0,1,0,0,-1.0,Core staff,2.0,,0.4543278977296927,0.3979463219016906,0,0,0,0,0
180000.0,540000.0,30,3.529250413639222,Y,Y,1,Commercial associate,Secondary / secondary special,Separated,Rented studio,0.0228,-16752,-106,-6380.0,1,0,0,-463.0,Laborers,2.0,0.4575671917375465,0.6157684615639765,,0,1,0,0,0
157500.0,900000.0,12,4.007037445799853,N,Y,2,Working,Secondary / secondary special,Married,Rented room,0.0196889999999999,-11050,-4083,-654.0,1,1,0,-2730.0,,4.0,0.4423374049442996,0.4081837022322531,0.2431864804420123,0,1,0,0,0
270000.0,1354500.0,12,3.2210873408797673,Y,Y,0,Working,Higher education,Married,Rented room,0.028663,-11911,-3312,-2130.0,1,1,1,-1812.0,Managers,2.0,0.5996067144655316,0.6300722782268641,0.7180328113294772,0,1,0,0,0
112500.0,754740.0,12,2.8386340366597205,Y,Y,0,Working,Secondary / secondary special,Single / not married,Rented room,0.009549,-9690,-199,-292.0,1,0,0,-444.0,Drivers,1.0,,0.6281282552953058,0.1139223962922108,0,1,0,0,1
360000.0,495801.0,18,4.0104406237389565,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House,0.04622,-15841,-3805,-5066.0,1,1,1,-1089.0,Sales staff,1.0,,0.6756137913820138,0.4206109640437848,0,1,0,0,0
202500.0,595903.5,12,3.134463818833552,N,Y,0,Commercial associate,Higher education,Married,House,0.018029,-18062,-2015,-9390.0,1,0,0,0.0,Sales staff,2.0,,0.0435866786867261,,0,1,0,0,0
90000.0,135000.0,24,2.8845394404777935,N,N,0,Commercial associate,Higher education,Single / not married,Office apartment,0.006233,-8285,-43,-663.0,1,0,0,-471.0,Sales staff,1.0,,0.6081716762744575,,0,1,0,0,0
450000.0,2156400.0,48,2.400922549762574,Y,Y,0,Pensioner,Higher education,Married,House,0.032561,-17296,365243,-2536.0,1,0,0,-1869.0,,2.0,0.3669826453603828,0.7380321446517042,0.5100895276257282,0,1,0,0,0
157500.0,450000.0,42,3.8323463358172534,Y,N,0,Working,Secondary / secondary special,Married,House,0.015221,-11968,-740,-623.0,1,1,0,-563.0,Sales staff,2.0,,0.287104807098926,,0,0,0,1,1
108000.0,110331.0,24,3.6796665562158557,N,Y,0,Commercial associate,Secondary / secondary special,Separated,House,0.0196889999999999,-24621,-2043,-6165.0,1,0,0,-1535.0,,1.0,,0.6134479774909912,0.7267112092725122,0,1,0,0,0
45000.0,166500.0,12,4.314791806099669,N,Y,0,Pensioner,Secondary / secondary special,Separated,Rented room,0.011703,-21338,365243,-63.0,1,0,0,-541.0,,1.0,,0.6089426367430885,0.7610263695502636,0,0,0,0,0
162000.0,518562.0,24,3.6426117361829657,Y,Y,0,Working,Higher education,Married,House,0.010147,-15476,-3423,-7377.0,1,0,0,-2227.0,Secretaries,2.0,0.6412337499717866,0.6402018177118465,0.6817058776720116,0,1,0,0,0
270000.0,254700.0,36,3.158950102010223,N,Y,0,Pensioner,Higher education,Married,Co-op house,0.035792,-23837,365243,-2530.0,1,0,0,-1523.0,,2.0,,0.6516687676793944,0.6848276586890367,0,0,0,0,0
67500.0,90000.0,24,3.407484063204354,N,Y,0,Pensioner,Higher education,Widow,Co-op house,0.026392,-23000,365243,-16913.0,1,0,0,0.0,,1.0,,0.5915346501656484,0.501075160239048,0,1,0,0,0
157500.0,454500.0,48,3.181991086206709,Y,Y,0,Working,Secondary / secondary special,Married,House,0.008625,-13735,-2538,-4815.0,1,0,0,-1199.0,Security staff,2.0,0.3649992023281187,0.661049513628541,0.2238313174701554,0,1,0,0,0
180000.0,1223010.0,60,2.453960523438647,N,Y,2,Commercial associate,Secondary / secondary special,Single / not married,Apartment,0.04622,-14125,-446,-2222.0,1,0,0,-1290.0,Laborers,3.0,0.5162529532195719,0.7562369076726804,0.4365064990977374,0,1,0,0,0
202500.0,945000.0,60,2.7919513285011583,N,Y,0,Pensioner,Higher education,Married,Apartment,0.0096569999999999,-22724,365243,-8015.0,1,1,0,-1011.0,,2.0,,0.643303765420792,0.7121551551910698,0,0,0,1,0
157500.0,450000.0,12,3.0709564694189604,N,Y,0,Commercial associate,Secondary / secondary special,Married,Rented studio,0.04622,-15536,-5339,-5098.0,1,0,0,-3069.0,Sales staff,2.0,0.7460179119913711,0.7286162184587774,0.5190973382084597,0,1,0,0,0
1192500.0,1762110.0,30,3.5006387875292866,Y,N,1,Commercial associate,Secondary / secondary special,Separated,Apartment,0.025164,-17169,-3432,-220.0,1,0,0,-919.0,Private service staff,2.0,0.7660707942339338,0.5745943646130783,0.2392262794694045,0,1,0,0,0
166500.0,521280.0,42,2.8093056233835627,N,N,1,Commercial associate,Higher education,Married,With parents,0.018801,-11124,-154,-4847.0,1,0,0,-1334.0,High skill tech staff,3.0,,0.3580254964913587,0.7001838506835805,0,1,0,0,0
270000.0,474048.0,24,3.615850691447769,Y,Y,1,Commercial associate,Secondary / secondary special,Married,Rented room,0.04622,-12774,-2313,-769.0,1,1,0,-338.0,Drivers,3.0,,0.1474262639108313,0.0677939106412593,0,1,0,0,0
135000.0,1161000.0,54,1.9760115043036244,Y,N,1,Working,Secondary / secondary special,Married,Apartment,0.018209,-14890,-2880,-8232.0,1,1,0,-690.0,Managers,3.0,0.5431645159662696,0.6110027949776761,0.3572932680336494,0,1,0,0,0
85500.0,135000.0,42,3.655208996592526,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.019101,-19396,-2445,-12117.0,1,0,0,-939.0,,2.0,,0.6199248081445861,0.5549467685334323,0,1,0,0,0
94500.0,1288350.0,42,1.6342065046054088,N,N,0,Pensioner,Lower secondary,Married,House,0.020713,-23117,365243,-15141.0,1,1,0,-1370.0,,2.0,,0.6215258915892894,,0,0,0,0,0
99000.0,1574532.0,48,2.549063265497616,N,Y,0,Working,Secondary / secondary special,Married,House,0.026392,-19922,-2774,-11195.0,1,1,0,-1553.0,,2.0,0.6541039339008556,0.7233789272706472,0.4866531565147181,0,1,0,0,0
157500.0,835380.0,48,3.9352590108569556,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,Apartment,0.025164,-21775,-1661,-11026.0,1,0,0,-1346.0,Laborers,1.0,,0.3844783028116184,0.2881295999178507,0,1,0,0,0
202500.0,900000.0,30,3.1043778022623303,N,N,0,Working,Secondary / secondary special,Married,Apartment,0.01885,-20405,-909,-22.0,1,0,0,-2286.0,Laborers,2.0,,0.6676614703394081,,0,1,0,0,0
209250.0,1078200.0,30,1.6629430816622581,N,Y,1,State servant,Secondary / secondary special,Married,House,0.002042,-17689,-3984,-1916.0,1,0,0,-1053.0,Laborers,3.0,,0.6929625904863395,0.622922000268356,0,1,0,0,0
279000.0,1312110.0,12,2.917194075694632,Y,Y,0,Commercial associate,Higher education,Separated,Apartment,0.035792,-20191,-1429,-1935.0,1,0,0,-1681.0,,1.0,,0.7250473384811166,0.4866531565147181,0,1,0,0,0
202500.0,755190.0,24,2.8981704921037084,Y,N,0,Working,Secondary / secondary special,Married,Co-op house,0.010966,-18699,-3058,-519.0,1,0,0,-1645.0,Laborers,2.0,0.617665700291894,0.6233810657182847,0.5867400085415683,0,1,0,0,0
202500.0,326439.0,12,3.6850803494104474,N,N,1,Pensioner,Secondary / secondary special,Married,Apartment,0.02461,-20686,365243,-4819.0,1,1,0,-1565.0,,3.0,,0.7117915010199288,0.4206109640437848,0,1,0,0,0
180000.0,339948.0,12,3.7045860645278266,Y,Y,1,Commercial associate,Higher education,Separated,Apartment,0.032561,-18349,-7205,-2562.0,1,0,0,-2195.0,Core staff,2.0,,0.6651578918730671,0.5620604831738043,0,0,0,1,0
216000.0,808650.0,60,3.879074936372856,N,Y,0,Working,Secondary / secondary special,Widow,Rented room,0.00702,-23450,-3286,-14378.0,1,0,0,-2503.0,Medicine staff,1.0,,0.6589050531427018,0.656158373001177,0,1,0,0,0
360000.0,1018750.5,30,2.3753804491790267,N,Y,1,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.032561,-15242,-3044,-1208.0,1,1,0,-76.0,Private service staff,2.0,0.9010655182010804,0.7256528780806245,0.5832379256761245,0,0,0,0,0
54000.0,126000.0,48,3.3081318651687144,N,N,0,Pensioner,Secondary / secondary special,Married,Apartment,0.0145199999999999,-24024,365243,-1413.0,1,0,0,0.0,,2.0,,0.4356437433139224,0.7295666907060153,0,0,0,0,0
67500.0,675000.0,60,3.530722080140204,N,N,0,Commercial associate,Secondary / secondary special,Married,With parents,0.00712,-13820,-5925,-9958.0,1,0,0,-2164.0,Cleaning staff,2.0,0.4345721940547423,0.2961435654275993,0.6178261467332483,0,0,0,1,0
225000.0,314100.0,30,3.134200756223594,N,N,0,Working,Secondary / secondary special,Civil marriage,House,0.010643,-10925,-966,-9479.0,1,0,0,-661.0,Laborers,2.0,0.4160391180262173,0.4305003454628451,,0,1,0,0,1
130500.0,540000.0,48,3.8874217012704437,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,Apartment,0.026392,-21227,365243,-7716.0,1,1,1,-531.0,,1.0,,0.6777810036951921,0.5388627065779676,0,1,0,0,0
112500.0,975771.0,60,2.7958544119353848,N,N,0,Working,Secondary / secondary special,Married,Apartment,0.006207,-15423,-1522,-964.0,1,0,0,-232.0,Laborers,2.0,,0.6019586485368434,,0,1,0,0,0
427500.0,1125000.0,54,3.078183162410708,Y,N,1,Commercial associate,Secondary / secondary special,Married,Rented studio,0.006207,-11097,-2876,-8897.0,1,0,0,-651.0,Managers,3.0,0.4152983985484871,0.628873702942854,0.3876253444214701,0,1,0,0,0
157500.0,1006920.0,36,4.051006800574201,Y,Y,1,State servant,Secondary / secondary special,Married,Co-op house,0.00963,-11449,-3214,-3969.0,1,0,0,0.0,Core staff,3.0,0.6551132162019634,0.54948965746861,0.6263042766749393,0,1,0,0,0
225000.0,314055.0,18,2.2272303049466022,Y,N,1,Commercial associate,Secondary / secondary special,Married,House,0.030755,-11895,-663,-5339.0,1,0,0,-489.0,Laborers,3.0,,0.2545358291653218,0.1556893746835917,0,0,0,0,1
202500.0,1739470.5,60,3.411418762375615,Y,N,1,State servant,Higher education,Married,House,0.006629,-15613,-4061,-1398.0,1,0,0,0.0,Core staff,3.0,0.4996337699442042,0.7068590486771635,0.622922000268356,0,1,0,0,0
51750.0,148500.0,12,4.066458618499838,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented studio,0.015221,-24121,365243,-7838.0,1,1,0,0.0,,2.0,,0.5004665695243695,,0,1,0,0,0
202500.0,1155226.5,24,1.6460738083968658,Y,Y,0,Working,Secondary / secondary special,Married,Rented studio,0.003069,-21598,-2650,-1163.0,1,0,0,-679.0,Drivers,2.0,,0.3585634693697032,0.5226973172821112,0,1,0,0,0
90000.0,454500.0,12,3.3524149687007023,Y,Y,0,Commercial associate,Higher education,Single / not married,House,0.0228,-19681,-7069,-3395.0,1,1,0,-492.0,Managers,1.0,,0.6187596782689828,,0,0,0,0,0
90000.0,1236816.0,60,1.6356173010163062,N,N,1,Working,Secondary / secondary special,Separated,Rented apartment,0.022625,-16552,-1016,-5.0,1,0,0,-2128.0,Laborers,2.0,0.7564748037323231,0.6213715609925805,0.7121551551910698,0,1,0,0,0
270000.0,675000.0,24,3.7179333765210028,Y,Y,0,Commercial associate,Secondary / secondary special,Civil marriage,Co-op house,0.018209,-20889,-764,-8218.0,1,1,0,-1277.0,Drivers,2.0,,0.3881539349470571,0.3139166772114369,0,1,0,0,1
126000.0,490495.5,42,3.5301332342692806,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.022625,-11791,-1236,-2495.0,1,0,0,0.0,Laborers,2.0,0.498232714649406,0.6894901824751823,0.816092360478441,0,1,0,0,0
391500.0,1125000.0,36,3.5601171091222343,Y,Y,1,Working,Secondary / secondary special,Married,Rented room,0.009549,-16649,-1218,-9473.0,1,0,0,-1401.0,Drivers,3.0,,0.6491777563263073,0.3672910183026313,0,0,0,0,0
112500.0,808650.0,12,2.910476813541192,N,N,0,Pensioner,Secondary / secondary special,Separated,Apartment,0.008575,-20220,365243,-8643.0,1,1,0,-2504.0,,1.0,,0.6662188041139199,0.8106180215523969,0,1,0,0,0
67500.0,545040.0,48,2.5408622609976037,Y,N,0,Working,Secondary / secondary special,Married,Office apartment,0.019101,-11312,-1652,-888.0,1,1,0,0.0,Core staff,2.0,0.513996528445576,0.680858356517653,0.7352209993926424,0,1,0,0,0
112500.0,562491.0,30,3.2196939486617104,N,Y,0,Pensioner,Higher education,Married,House,0.0196889999999999,-20237,365243,-6674.0,1,0,0,-662.0,,2.0,,0.2692904062684594,0.2471909382666521,0,0,0,0,0
157500.0,1546020.0,30,3.511677626348492,Y,Y,1,Pensioner,Secondary / secondary special,Married,Rented room,0.020246,-18824,365243,-9475.0,1,0,0,-1817.0,,3.0,0.6886465569394841,0.7445239951777817,0.6347055309763198,0,0,0,0,0
135000.0,254700.0,30,3.12410567907949,Y,Y,0,Working,Secondary / secondary special,Married,Rented room,0.009549,-10126,-102,-8359.0,1,0,0,-787.0,High skill tech staff,2.0,0.3351290255684226,0.5415472057557755,0.4740512892789932,0,1,0,0,0
103500.0,363190.5,24,3.6100584410012435,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented room,0.0038179999999999,-23753,365243,-9587.0,1,1,0,-1506.0,,2.0,,0.6876942491350194,,0,0,0,0,0
135000.0,545040.0,36,4.922769983916803,N,Y,1,Working,Secondary / secondary special,Married,House,0.020713,-12296,-879,-6395.0,1,0,1,-992.0,Private service staff,3.0,0.3727386715966365,0.5462558519321217,0.4920600938649263,0,1,0,0,0
202500.0,119448.0,42,3.663691205610215,N,N,0,Commercial associate,Secondary / secondary special,Married,House,0.032561,-13862,-674,-7917.0,1,0,0,-1074.0,Private service staff,2.0,0.4848675687748323,0.7681767998876327,0.8016009030071296,0,1,0,0,0
85500.0,659610.0,42,3.5813962649050417,N,N,0,Working,Secondary / secondary special,Married,House,0.016612,-15220,-1821,-1119.0,1,0,0,-4.0,Drivers,2.0,,0.687153894606375,0.2594676548211199,0,1,0,0,0
202500.0,590337.0,48,3.674906282065019,Y,N,3,Working,Secondary / secondary special,Married,Rented apartment,0.010006,-11371,-295,-1355.0,1,0,0,0.0,Laborers,5.0,,0.3906652625469796,0.2366108235287817,0,1,0,0,0
157500.0,269550.0,18,3.8409862919529325,Y,N,3,Working,Secondary / secondary special,Married,Apartment,0.005144,-11935,-302,-452.0,1,0,0,-1014.0,Drivers,5.0,0.3346801064479093,0.5675937168206742,0.6577838002083306,0,1,0,0,0
135000.0,363190.5,24,4.309330815592953,Y,N,0,Commercial associate,Higher education,Married,Rented room,0.035792,-19551,-2616,-7044.0,1,0,0,-1219.0,Sales staff,2.0,0.6107180141662797,0.6282508366202529,0.5797274227921155,0,1,0,0,0
225000.0,760225.5,48,3.4456094183586923,N,Y,0,Commercial associate,Secondary / secondary special,Married,Apartment,0.00963,-17152,-2138,-7475.0,1,0,0,-131.0,Sales staff,2.0,,0.0014989548257735,0.3927738606031339,0,1,0,0,0
180000.0,541323.0,24,2.938492042624667,Y,Y,0,Pensioner,Higher education,Married,House,0.005002,-23262,365243,-10746.0,1,1,1,-1918.0,,2.0,,0.7160655143846968,0.3360615207658242,0,1,0,0,0
292500.0,388512.0,12,4.546966662435609,N,Y,1,Commercial associate,Secondary / secondary special,Married,House,0.019101,-17495,-1146,-2007.0,1,0,1,-2745.0,Laborers,3.0,,0.7228841953927138,0.5226973172821112,0,1,0,0,0
225000.0,675000.0,36,4.053617687686261,N,Y,0,Commercial associate,Higher education,Separated,Rented room,0.026392,-18780,-1918,-3418.0,1,0,0,-2802.0,Drivers,1.0,,0.7088442735244229,0.191821602413606,0,1,0,0,0
46350.0,119925.0,18,3.9890416131672457,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.031329,-24184,365243,-10935.0,1,0,0,-337.0,,2.0,,0.2166488275396556,0.6512602186973006,0,1,0,0,0
157500.0,573408.0,18,4.559631414257838,N,Y,1,Working,Secondary / secondary special,Married,House,0.02461,-11950,-1811,-2226.0,1,0,0,-463.0,Drivers,3.0,,0.3128023368504581,0.7421816117614419,0,1,0,0,0
247500.0,640080.0,30,3.5851679734659774,N,Y,0,Pensioner,Secondary / secondary special,Separated,Co-op house,0.01885,-19569,365243,-1561.0,1,0,0,-1286.0,,1.0,0.8237376302793467,0.6732851159777699,0.470456116119975,0,1,0,0,0
180000.0,545040.0,36,3.4037777299919165,Y,Y,1,Working,Higher education,Married,House,0.018634,-12838,-3892,-4267.0,1,0,0,-30.0,Drivers,3.0,,0.155323993628161,0.7570690154522959,0,0,0,0,1
180000.0,1078200.0,24,3.6149667891344253,Y,N,0,Working,Secondary / secondary special,Married,Co-op house,0.01885,-18022,-1388,-1211.0,1,0,0,-935.0,Laborers,2.0,0.3000292298407405,0.1348069721025584,0.4632753280912678,0,1,0,0,1
157500.0,324000.0,36,4.338121208517956,N,N,1,Working,Secondary / secondary special,Married,Municipal apartment,0.010032,-16601,-7588,-7621.0,1,1,0,-1458.0,,3.0,,0.7114324871980113,0.1704461230452281,0,1,0,0,0
112500.0,500490.0,18,3.4065137147112736,N,Y,1,Commercial associate,Higher education,Married,Rented room,0.010032,-9964,-706,-747.0,1,0,0,-400.0,Accountants,3.0,0.1159665027519578,0.3027168252129539,0.3360615207658242,0,1,0,0,0
112500.0,1350000.0,60,2.447719533507454,N,Y,2,Commercial associate,Higher education,Married,House,0.014464,-11359,-1191,-5408.0,1,1,0,-486.0,Laborers,4.0,0.3308138070031661,0.7289317536460274,,0,1,0,0,0
270000.0,1762110.0,60,2.6377261234083758,N,Y,2,State servant,Higher education,Married,Apartment,0.014464,-15051,-4022,-757.0,1,0,0,-591.0,Managers,4.0,0.7265122071638987,0.6737515397472337,0.7557400501752248,0,1,0,0,0
180000.0,239850.0,18,4.06865273094287,N,N,0,Working,Secondary / secondary special,Single / not married,Co-op house,0.02461,-11198,-366,-5096.0,1,1,0,-1513.0,Laborers,1.0,,0.6739101416828649,,0,1,0,0,1
427500.0,1181016.0,60,3.4645744835906576,N,Y,0,Commercial associate,Secondary / secondary special,Married,Co-op house,0.005313,-14088,-734,-2903.0,1,0,0,-1010.0,Security staff,2.0,0.2247723882946463,0.653087083529007,0.646329897706246,0,1,0,0,0
94500.0,219870.0,12,4.1041233025408745,N,N,2,Working,Secondary / secondary special,Civil marriage,Apartment,0.0105,-14342,-743,-7201.0,1,0,0,-362.0,,4.0,0.725974437296827,0.4972083288952554,0.5262949398096192,0,1,0,0,0
112500.0,547344.0,24,3.2143759111383847,N,N,0,Working,Secondary / secondary special,Married,Office apartment,0.008068,-16356,-982,-6511.0,1,0,0,-937.0,Laborers,2.0,0.466652303867313,0.5292273508504991,0.5709165417729987,0,1,0,0,0
81000.0,314100.0,48,3.5671091095081735,N,Y,0,Working,Secondary / secondary special,Married,House,0.010276,-17198,-6012,-8480.0,1,0,0,0.0,Core staff,2.0,0.8757690340147432,0.1924791486455152,0.6971469077844458,0,1,0,0,0
315000.0,509922.0,24,3.163204238633882,Y,Y,0,State servant,Higher education,Married,Rented studio,0.04622,-21536,-6528,-6694.0,1,1,0,-454.0,Medicine staff,2.0,,0.6666174284750986,0.4507472818545589,0,1,0,0,0
90000.0,679500.0,36,2.2897909677950663,N,Y,0,Working,Secondary / secondary special,Single / not married,Apartment,0.0105,-18856,-3123,-5161.0,1,1,0,-554.0,Laborers,1.0,0.5846705884472393,0.5745302207492525,0.4740512892789932,0,1,0,0,0
112500.0,254700.0,12,3.8540482626374324,N,N,0,Working,Secondary / secondary special,Single / not married,Apartment,0.014464,-15516,-1600,-3414.0,1,0,0,-1252.0,Laborers,1.0,0.1455715535443844,0.6361066917242428,0.3233112448967859,0,1,0,0,0
49500.0,74182.5,24,3.2428988107957197,N,Y,0,Working,Higher education,Married,House,0.00733,-11093,-1892,-2991.0,1,1,0,-555.0,Laborers,2.0,0.303966395667474,0.5499984592019725,,0,1,0,0,0
90000.0,900000.0,30,4.300489315913893,Y,Y,0,Pensioner,Secondary / secondary special,Married,House,0.015221,-21780,365243,-5079.0,1,1,0,-1562.0,,2.0,0.7072584750189668,0.6488290589644723,0.524496446363472,0,1,0,0,0
157500.0,125136.0,30,3.62229475576636,N,Y,0,Working,Higher education,Married,House,0.019101,-22663,-4554,-6975.0,1,0,0,-857.0,Core staff,2.0,,0.6784969475914651,,0,1,0,0,0
162000.0,640080.0,18,3.08192906244884,N,Y,2,Pensioner,Secondary / secondary special,Civil marriage,Apartment,0.020246,-14571,365243,-951.0,1,0,0,-1790.0,,4.0,,0.4105894389335442,0.4031416766587513,0,0,0,0,0
90000.0,585000.0,36,3.2462857916939303,N,N,0,State servant,Secondary / secondary special,Married,House,0.011703,-20062,-2773,-4307.0,1,1,0,-1350.0,Security staff,2.0,0.8032372756358234,0.6676808788139312,0.3201633668633456,0,1,0,0,0
202500.0,971280.0,12,3.853574701241196,N,Y,0,Working,Secondary / secondary special,Married,Rented room,0.031329,-15579,-3026,-5766.0,1,0,0,-663.0,,2.0,,0.6869658258721527,0.7121551551910698,0,0,0,0,0
180000.0,921861.0,36,3.3670222509070986,N,Y,0,Pensioner,Secondary / secondary special,Widow,House,0.04622,-22896,365243,-4002.0,1,0,0,-201.0,,1.0,,0.5878892388358705,0.4507472818545589,0,1,0,0,0
234000.0,225000.0,48,3.0374959923192097,N,Y,0,State servant,Higher education,Civil marriage,Co-op house,0.026392,-9182,-750,-4668.0,1,1,1,-513.0,Core staff,2.0,0.3052246199534717,0.5784489918020984,,0,1,0,0,0
