total_income,loan_amount,term,interest_rate,own_car,own_house,nr_children,income_type,education_type,family_status,housing_type,region_population_ratio,days_birth,days_employed,days_registration,mobile_number,phone_number,email,days_phone_change,occupation_type,family_count,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7
148500.0,314100.0,48,3.5583992404021343,N,Y,1,Working,Secondary / secondary special,Separated,House,0.022625,-11657,-861,-3191.0,1,0,0,-947.0,Sales staff,2.0,,0.1855279732380781,0.4938628816996244,0,1,0,0
225000.0,376920.0,36,3.7503824957685943,N,N,0,Working,Higher education,Single / not married,House,0.020246,-10809,-3900,-10772.0,1,1,0,-16.0,Laborers,1.0,0.4085832968159152,0.3622027835251223,0.0682511544518866,0,1,0,0
157500.0,485640.0,24,4.108051935098176,Y,Y,1,Working,Secondary / secondary special,Widow,Rented room,0.018634,-14088,-1644,-5212.0,1,0,0,-1246.0,Laborers,2.0,,0.42866239631127,0.1309471529360181,0,1,0,0
135000.0,1040463.0,60,2.503421892919696,N,N,1,Working,Secondary / secondary special,Married,Rented room,0.008019,-11152,-853,-5815.0,1,0,0,-1058.0,Drivers,3.0,0.2114805486873903,0.5069498602061657,0.8193176922872417,0,1,0,0
72000.0,134316.0,24,3.3412720464886076,N,N,0,Pensioner,Secondary / secondary special,Civil marriage,Rented room,0.031329,-20302,365243,-1155.0,1,0,0,0.0,,2.0,,0.6735063494344923,0.3910549766342248,0,1,0,0
135000.0,582471.0,36,2.859969630528476,N,Y,0,Working,Incomplete higher,Civil marriage,House,0.022625,-18781,-1732,-3254.0,1,0,0,-779.0,,2.0,,0.5531139004949442,0.5971924268337128,0,1,0,0
202500.0,266652.0,12,2.8704763230136683,Y,N,1,Working,Secondary / secondary special,Married,House,0.031329,-11503,-4069,-197.0,1,0,0,0.0,Laborers,3.0,0.0550812550350872,0.6270191690142186,0.5460231970049609,0,1,0,0
202500.0,562932.0,12,3.374367632728897,N,Y,0,Working,Incomplete higher,Single / not married,Rented studio,0.035792,-7906,-153,-1707.0,1,0,0,-1091.0,Core staff,1.0,0.1280527664749064,0.4962079307001587,0.2650494299443805,0,0,0,0
135000.0,497520.0,42,2.694083076935597,Y,Y,2,Working,Higher education,Married,House,0.018634,-14991,-5040,-3215.0,1,0,0,-837.0,Sales staff,4.0,,0.1843808094586104,0.2314393514998941,0,1,0,0
157500.0,765000.0,60,3.825061932001347,Y,Y,1,State servant,Secondary / secondary special,Married,Rented room,0.019101,-16234,-2780,-8655.0,1,1,0,-2156.0,Drivers,3.0,0.2143960313664396,0.6181301448395474,0.7826078370261895,0,0,0,0
74250.0,450000.0,12,3.7215637032265008,N,Y,0,Working,Secondary / secondary special,Single / not married,Rented apartment,0.010276,-14505,-823,-1688.0,1,1,0,-351.0,High skill tech staff,1.0,,0.6520211191595372,0.6817058776720116,0,1,0,0
135000.0,254700.0,18,2.7452631854592364,N,Y,0,Pensioner,Lower secondary,Married,Apartment,0.005084,-24609,365243,-4985.0,1,0,0,-360.0,,2.0,,0.3873648410222586,0.7281412993111438,0,0,0,0
315000.0,545040.0,48,3.2080891336454562,Y,N,1,Working,Secondary / secondary special,Married,House,0.020713,-11534,-344,-5343.0,1,1,0,-906.0,Core staff,3.0,,0.6006532742055966,0.5797274227921155,0,1,0,0
135000.0,454500.0,42,3.1275854178493074,Y,N,0,Working,Secondary / secondary special,Married,House,0.018029,-15281,-428,-3863.0,1,0,0,-1340.0,Sales staff,2.0,0.4450145102355175,0.2858978721410488,,0,1,0,0
103500.0,254700.0,36,3.2680009972187736,N,Y,0,Pensioner,Secondary / secondary special,Widow,Rented room,0.014464,-23113,365243,-11120.0,1,0,0,-1180.0,,1.0,,0.5374074244526348,,0,0,0,0
157500.0,207117.0,30,4.18087705362635,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,Rented room,0.072508,-19021,365243,-13138.0,1,1,0,-702.0,,1.0,0.8785595533327343,0.7017997446665891,,0,1,0,0
94500.0,95940.0,48,3.7246926367170747,Y,Y,0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0.00733,-24642,365243,-11437.0,1,1,0,-2041.0,,1.0,,0.7690906767049938,0.5388627065779676,0,0,0,0
90000.0,239850.0,12,2.8011055101813325,N,Y,0,Pensioner,Higher education,Widow,Co-op house,0.006207,-24598,365243,-9059.0,1,1,0,-1332.0,,1.0,,0.6282150854376868,0.7713615919194317,0,0,0,0
99000.0,254700.0,36,3.1574304049825113,N,Y,0,Pensioner,Secondary / secondary special,Widow,Apartment,0.00963,-24182,365243,-8504.0,1,1,0,0.0,,1.0,,0.5491810782679081,0.7597121819739279,0,1,0,0
99000.0,654498.0,18,3.2435534164956987,N,Y,0,Pensioner,Secondary / secondary special,Widow,Apartment,0.020713,-20738,365243,-2999.0,1,1,0,-379.0,,1.0,,0.2484151897677993,,0,0,0,0
135000.0,1006920.0,48,1.9848896529034108,Y,N,0,Working,Secondary / secondary special,Married,Rented room,0.0116569999999999,-15648,-94,-7670.0,1,0,0,0.0,,2.0,,0.6334095750116939,,0,1,0,0
175500.0,755190.0,24,3.731543638262136,Y,N,0,Commercial associate,Secondary / secondary special,Married,Rented studio,0.009549,-18930,-3829,-11527.0,1,1,0,-3237.0,High skill tech staff,2.0,0.8021523047653256,0.7844871919292251,0.7165702448010511,0,1,0,0
135000.0,172597.5,12,3.3877578122190095,N,Y,0,Working,Secondary / secondary special,Civil marriage,Apartment,0.018801,-8108,-681,-2960.0,1,0,0,-149.0,Cooking staff,2.0,,0.3744122927740821,0.5046813193144684,0,1,0,0
135000.0,539100.0,12,3.0055559062252275,N,Y,0,Working,Lower secondary,Married,Rented studio,0.020713,-15351,-5982,-5418.0,1,0,0,-1990.0,,2.0,,0.3467181794649282,0.7136313997323308,0,1,0,0
270000.0,225000.0,12,3.3089274178694463,N,Y,0,State servant,Secondary / secondary special,Married,Apartment,0.010006,-22499,-12791,-10957.0,1,0,0,0.0,Medicine staff,2.0,,0.2824283230919553,0.5424451438613613,0,1,0,0
81000.0,247275.0,36,4.0063062152829785,N,Y,0,Working,Secondary / secondary special,Single / not married,House,0.002042,-18696,-644,-543.0,1,0,0,-704.0,Sales staff,1.0,0.6646139948665354,0.2636017782631885,,0,1,0,0
225000.0,521280.0,48,3.632127775230342,N,N,0,Working,Secondary / secondary special,Widow,Apartment,0.006852,-18580,-1650,-5746.0,1,0,0,0.0,Laborers,1.0,0.5802463855032061,0.1179980918502714,0.3842068130556564,0,1,0,0
90000.0,314055.0,12,4.335234843634941,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.009549,-10464,-1518,-5031.0,1,0,0,-341.0,,2.0,,0.1575517660932225,,0,1,0,0
76500.0,199080.0,42,2.996635769741252,Y,Y,2,State servant,Secondary / secondary special,Married,Rented room,0.031329,-14227,-3368,-4588.0,1,0,0,-847.0,Sales staff,4.0,,0.1875454248038328,0.191821602413606,0,1,0,0
126000.0,336370.5,30,3.9107390154064614,N,Y,0,Commercial associate,Secondary / secondary special,Married,Co-op house,0.00712,-22231,-3869,-4389.0,1,1,0,-2736.0,Accountants,2.0,0.813231308718693,0.2651242425749029,0.4489622731076524,0,0,0,0
157500.0,808650.0,30,4.112531969355544,Y,Y,0,Working,Higher education,Married,Rented studio,0.00823,-10489,-2229,-644.0,1,0,1,0.0,Core staff,2.0,,0.3693452775097569,,0,1,0,0
112500.0,612612.0,30,4.115510208737694,Y,Y,0,Working,Secondary / secondary special,Married,House,0.02461,-18389,-3656,-8052.0,1,1,0,-560.0,Laborers,2.0,,0.7533715590767655,0.5316861425197883,0,1,0,0
126000.0,225000.0,42,3.8897021314455382,N,Y,1,Working,Secondary / secondary special,Married,Rented room,0.0196889999999999,-10531,-1766,-2304.0,1,0,0,-546.0,Sales staff,3.0,,0.2727032554087365,0.2405414172860865,0,1,0,0
157500.0,296280.0,30,2.9105263862169037,N,Y,1,Working,Secondary / secondary special,Married,Apartment,0.0196889999999999,-17467,-167,-1236.0,1,0,1,-754.0,Laborers,3.0,,0.2854248709724639,,0,1,0,0
180000.0,364896.0,12,3.1963036288936024,Y,Y,1,State servant,Secondary / secondary special,Married,Apartment,0.009334,-10039,-822,-281.0,1,0,0,-1723.0,Core staff,3.0,,0.5891707507374124,0.2009260877159709,0,1,0,0
135000.0,327024.0,12,3.473551662795854,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.028663,-21691,365243,-8416.0,1,1,0,-429.0,,2.0,,0.5832245785203023,0.2721336844147212,0,0,0,0
90000.0,314100.0,12,2.878426275430508,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented room,0.02461,-22684,365243,-14739.0,1,1,0,0.0,,2.0,,0.3813986432383507,,0,1,0,0
90000.0,479578.5,42,3.155952053819413,N,Y,2,Working,Secondary / secondary special,Civil marriage,Apartment,0.008068,-9643,-2370,-3226.0,1,0,0,-440.0,Drivers,4.0,0.1016781313149664,0.185197765215142,,0,1,0,0
76500.0,474048.0,12,3.062941283505367,N,Y,0,Working,Secondary / secondary special,Married,House,0.007305,-15665,-2797,-8559.0,1,0,0,-816.0,Cleaning staff,2.0,,0.3726008769374489,0.7946285827840042,0,1,0,0
135000.0,67500.0,48,2.6057884869135988,N,N,0,Working,Secondary / secondary special,Married,House,0.00733,-16021,-2359,-6294.0,1,0,0,-4.0,Managers,2.0,,0.6051817480426362,0.6690566947824041,0,1,0,0
112500.0,445500.0,18,3.44652144399904,Y,Y,0,Working,Secondary / secondary special,Married,House,0.026392,-11989,-2018,-903.0,1,0,0,-1193.0,Sales staff,2.0,,0.681978688913797,,0,0,0,0
135000.0,450000.0,12,3.803473218785123,N,N,0,Working,Secondary / secondary special,Married,Rented room,0.0088659999999999,-15719,-802,-2960.0,1,1,1,-766.0,Drivers,2.0,0.8090252878281528,0.7267442308868063,0.5656079814115492,0,0,0,0
112500.0,95940.0,12,3.6315474098454006,N,Y,1,Working,Secondary / secondary special,Widow,Apartment,0.010966,-15547,-2574,-273.0,1,0,0,-1706.0,Laborers,2.0,0.4712354867539034,0.6220504314030033,0.6690566947824041,0,1,0,0
135000.0,1035832.5,24,2.07244922696429,Y,N,0,Working,Incomplete higher,Civil marriage,Rented room,0.022625,-10068,-219,-7725.0,1,0,0,-1811.0,Sales staff,2.0,0.2645202302770037,0.6523683451507011,0.6413682574954046,0,0,0,0
135000.0,540000.0,42,3.7358257807372914,N,N,0,State servant,Secondary / secondary special,Married,Rented room,0.0145199999999999,-19099,-1201,-8658.0,1,0,0,-1500.0,,2.0,,0.3221411043666356,,0,1,0,0
202500.0,157500.0,36,4.102239020291425,Y,Y,0,Working,Secondary / secondary special,Married,Rented room,0.028663,-21666,-916,-6289.0,1,1,0,0.0,Laborers,2.0,,0.54948965746861,0.3409064264152384,0,1,0,0
405000.0,1021500.0,30,2.838720705971087,Y,Y,2,Commercial associate,Higher education,Married,Apartment,0.011703,-12841,-259,-2343.0,1,0,0,-226.0,Managers,4.0,,0.7083520986059664,0.7662336700704004,0,0,0,0
301500.0,900000.0,60,3.0701371968552644,N,N,0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,0.010032,-15518,-2766,-9359.0,1,1,0,-466.0,Core staff,2.0,,0.4836453014247956,,0,1,0,0
58500.0,448056.0,18,3.3762787877313407,N,Y,0,Commercial associate,Secondary / secondary special,Separated,Rented room,0.007305,-16998,-5168,-7917.0,1,1,0,-2319.0,Security staff,1.0,,0.054257014888115,0.7530673920730478,0,1,0,0
405000.0,1237500.0,18,1.1438239470934073,Y,Y,0,Working,Higher education,Married,Apartment,0.022625,-23554,-1030,-2114.0,1,0,0,-567.0,,2.0,,0.7188139550749724,0.5100895276257282,0,0,0,0
315000.0,592560.0,12,3.4365696821141767,Y,Y,1,Commercial associate,Secondary / secondary special,Civil marriage,Rented room,0.008575,-12661,-1332,-1648.0,1,0,0,-544.0,Laborers,3.0,,0.52039847645546,,0,1,0,0
90000.0,274500.0,12,3.507279339087097,N,Y,0,Pensioner,Secondary / secondary special,Widow,Rented room,0.015221,-22302,365243,-4211.0,1,0,0,0.0,,1.0,,0.3720591680123179,0.2881295999178507,0,1,0,0
112500.0,229500.0,18,2.957330050234718,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented studio,0.00733,-20942,365243,-10167.0,1,0,0,-652.0,,2.0,,0.5307307885505054,0.5154953751603267,0,0,0,0
225000.0,450000.0,24,3.5609247167896694,Y,N,0,Working,Lower secondary,Single / not married,Apartment,0.020713,-14341,-1588,-805.0,1,0,0,-445.0,Waiters/barmen staff,1.0,,0.6252223815843094,0.3154721549257734,0,1,0,0
103500.0,534204.0,24,3.2305231016235605,Y,N,1,Commercial associate,Secondary / secondary special,Married,With parents,0.02461,-9951,-1178,-3500.0,1,1,0,0.0,Sales staff,3.0,0.3809169620968187,0.4349395749060988,0.6512602186973006,0,1,0,0
225000.0,540000.0,24,3.3695715063672145,N,Y,1,Working,Secondary / secondary special,Married,Rented room,0.011703,-10963,-1918,-10932.0,1,0,1,-1770.0,Sales staff,3.0,0.6764780775208219,0.6575325195026958,0.2940831009471255,0,1,0,0
65250.0,170640.0,30,3.8787288384191068,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.00823,-23092,365243,-2328.0,1,1,0,-1959.0,,2.0,,0.5347970013950742,0.4578995512067301,0,1,0,0
94500.0,1125000.0,60,2.6043973204258863,N,N,0,Working,Secondary / secondary special,Married,Apartment,0.035792,-20084,-1800,-790.0,1,0,0,-1817.0,Laborers,2.0,0.5229098301116908,0.5183023358549522,0.7338145369642702,0,1,0,0
112500.0,152820.0,12,3.781023823863436,Y,Y,0,Working,Higher education,Married,Apartment,0.025164,-13890,-1910,-3875.0,1,0,0,-1059.0,Accountants,2.0,0.6973570962202541,0.6436850291239243,0.8128226070575616,0,1,0,0
157500.0,728460.0,18,3.4970886482682637,N,Y,0,State servant,Secondary / secondary special,Married,Rented room,0.04622,-16296,-2269,-338.0,1,0,0,-608.0,,2.0,,0.7315336244071302,0.6195277080511546,0,1,0,0
162000.0,517788.0,30,4.168141962954006,Y,Y,0,State servant,Higher education,Single / not married,Apartment,0.009334,-17474,-2935,-2388.0,1,1,0,-859.0,Core staff,1.0,0.8139204228785865,0.1669754893053749,0.6363761710860439,0,1,0,0
270000.0,673875.0,30,3.3353337891862136,N,Y,0,State servant,Incomplete higher,Single / not married,Apartment,0.011703,-15044,-3124,-5079.0,1,0,0,-1773.0,Medicine staff,1.0,,0.7262315021680663,0.4170996682522097,0,1,0,0
112500.0,314100.0,24,2.948153330234262,N,Y,1,Commercial associate,Higher education,Married,House,0.016612,-12340,-521,-12282.0,1,1,0,-125.0,Laborers,3.0,0.586916204987306,0.442726230990118,0.6512602186973006,0,1,0,0
135000.0,450000.0,24,3.033120353072479,N,Y,0,Commercial associate,Secondary / secondary special,Widow,Apartment,0.0228,-21556,-531,-9561.0,1,1,0,-259.0,Laborers,1.0,,0.2611851365060636,0.6722428897082422,0,1,0,0
175500.0,573408.0,12,4.447881223023719,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.010966,-13897,-1452,-7951.0,1,0,1,0.0,Laborers,2.0,0.2995857375800662,0.3158894483766145,0.4294236843421945,0,1,0,0
202500.0,640080.0,30,3.3729503746696627,Y,N,0,Commercial associate,Higher education,Married,Apartment,0.005144,-21884,-1395,-1310.0,1,0,0,-1.0,Security staff,2.0,,0.263771607169812,0.4031416766587513,0,1,0,0
180000.0,1046142.0,24,2.69766540289247,N,Y,2,Working,Secondary / secondary special,Married,Rented room,0.018634,-14753,-7774,-2890.0,1,0,0,-965.0,,4.0,,0.7091691113307462,0.5064842396679806,0,0,0,1
49500.0,327024.0,18,4.035090070738891,N,N,0,Working,Secondary / secondary special,Married,Rented apartment,0.028663,-10709,-1304,-4713.0,1,1,0,-926.0,Core staff,2.0,0.3294610668198368,0.5286334542710868,0.4525335592581747,0,1,0,0
67500.0,81000.0,12,3.396107599156664,N,Y,0,Commercial associate,Higher education,Single / not married,With parents,0.015221,-8764,-1604,-2095.0,1,0,0,-723.0,IT staff,1.0,0.4556020725080714,0.7317697628418304,0.324891229465852,0,1,0,0
180000.0,545040.0,12,2.7380143256353717,N,N,0,Pensioner,Secondary / secondary special,Widow,Rented room,0.019101,-22020,365243,-1030.0,1,0,0,-2948.0,,1.0,,0.6690913148875295,0.6754132910917112,0,1,0,0
180000.0,450000.0,18,3.939161191806148,Y,N,0,Working,Secondary / secondary special,Single / not married,Apartment,0.028663,-15539,-5541,-1996.0,1,0,0,-1018.0,Laborers,1.0,,0.1771886113845607,0.4956658291397297,0,0,0,0
139500.0,1303812.0,54,1.969809343712118,N,Y,0,Working,Secondary / secondary special,Civil marriage,House,0.018209,-20612,-3097,-9347.0,1,0,0,-1353.0,Waiters/barmen staff,2.0,0.789927479854073,0.5261916516652058,0.4400578303966329,0,1,0,0
108000.0,711612.0,54,4.542547107627866,N,N,1,State servant,Secondary / secondary special,Married,Apartment,0.020713,-10429,-2593,-8680.0,1,0,0,-1103.0,Medicine staff,3.0,0.1859772514640852,0.5613091949915558,0.6161216908872079,0,1,0,0
225000.0,816660.0,42,4.033751004015798,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.018029,-18769,-1050,-6423.0,1,0,0,-310.0,Security staff,2.0,0.6318780685128182,0.4960220674738903,0.7295666907060153,0,1,0,0
157500.0,956574.0,36,2.4927764358794025,N,N,1,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.072508,-8404,-269,-6995.0,1,1,0,-78.0,,2.0,0.3363907420252012,0.7331196547915283,0.3842068130556564,0,1,0,0
270000.0,1174005.0,12,2.4715631908087388,Y,Y,0,Working,Secondary / secondary special,Married,Rented room,0.008575,-17939,-1982,-5332.0,1,0,0,-678.0,Managers,2.0,,0.613344263344527,0.746300213050371,0,0,0,0
135000.0,679500.0,36,3.0700302475737837,Y,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.015221,-23218,365243,-696.0,1,0,0,-761.0,,2.0,,0.6546856242737169,0.7981372313187245,0,1,0,0
157500.0,288873.0,12,3.122020026152377,N,N,0,Working,Incomplete higher,Married,House,0.022625,-10676,-1190,-44.0,1,0,1,-2.0,High skill tech staff,2.0,0.2565878031850358,0.586967083210441,0.6690566947824041,0,0,0,0
247500.0,360000.0,12,2.5727954493327605,N,Y,0,Working,Secondary / secondary special,Widow,Apartment,0.032561,-19716,-4623,-4688.0,1,1,0,-2669.0,High skill tech staff,1.0,,0.6255707485028784,0.1054731864873376,0,1,0,0
112500.0,808650.0,24,2.0054400108971744,N,Y,1,Working,Secondary / secondary special,Civil marriage,Rented studio,0.031329,-15546,-1056,-510.0,1,0,0,-1844.0,High skill tech staff,3.0,0.5136542592720205,0.620995920591946,0.5832379256761245,0,1,0,0
180000.0,270000.0,48,3.560725047698186,N,Y,1,Commercial associate,Higher education,Married,House,0.010032,-11907,-291,-5124.0,1,0,0,-1.0,Core staff,3.0,0.7601232595573785,0.6042670111891483,0.2837118826350007,0,1,0,0
157500.0,840996.0,60,3.16153435411426,N,Y,1,Working,Secondary / secondary special,Married,Rented room,0.006207,-17378,-1419,-5868.0,1,0,0,-884.0,Managers,3.0,0.8293451455223231,0.7345249206006668,0.5262949398096192,0,1,0,0
121500.0,1260000.0,60,3.262399297673743,Y,N,2,Working,Higher education,Married,Co-op house,0.035792,-16323,-860,-1823.0,1,0,0,-736.0,Laborers,4.0,,0.1306264954983703,,0,1,0,0
168750.0,1078200.0,54,2.852993440502445,N,Y,3,Working,Secondary / secondary special,Married,Rented room,0.016612,-13696,-194,-161.0,1,1,0,-1203.0,Drivers,5.0,,0.0206012151305208,0.1547436312725944,0,0,0,1
157500.0,754740.0,42,3.6897766741982854,N,Y,1,Working,Higher education,Married,House,0.016612,-10878,-3284,-6689.0,1,0,0,-188.0,Core staff,3.0,,0.1938697053014528,0.3723336657058204,0,1,0,0
225000.0,1560726.0,18,2.5327234211504575,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.010966,-17949,-660,-6902.0,1,1,0,-1813.0,Laborers,2.0,,0.6974063518738869,0.5989262182569273,0,1,0,0
81000.0,288873.0,36,4.498734540900361,N,Y,0,Working,Secondary / secondary special,Single / not married,Apartment,0.020713,-20423,-3234,-6196.0,1,0,0,-644.0,Security staff,1.0,,0.0597286056255005,,0,1,0,0
247500.0,855000.0,24,3.463412485558245,Y,N,2,Working,Higher education,Married,Co-op house,0.018801,-17464,-1095,-5870.0,1,0,0,-735.0,Managers,4.0,0.5249845521098069,0.5016255457985507,0.5316861425197883,0,1,0,0
180000.0,646920.0,48,3.4134897463421296,Y,N,0,Working,Secondary / secondary special,Married,House,0.0116569999999999,-14831,-3492,-3047.0,1,0,0,-770.0,Laborers,2.0,0.2958763774531208,0.4592655882300493,0.3622772470384314,0,1,0,0
171000.0,1125000.0,60,2.0057973884889426,N,Y,0,Commercial associate,Secondary / secondary special,Civil marriage,House,0.026392,-17399,-2666,-5691.0,1,1,0,0.0,Private service staff,2.0,0.5040445979454767,0.2533840416974724,0.085595451324618,0,1,0,0
225000.0,277969.5,24,2.8558104648952387,N,Y,0,Working,Secondary / secondary special,Married,Rented room,0.025164,-17653,-427,-1717.0,1,0,0,-251.0,Low-skill Laborers,2.0,,0.6061114109406002,0.4382813743111921,0,1,0,0
244800.0,652311.0,18,3.7837819344281725,N,Y,0,State servant,Higher education,Married,Apartment,0.00963,-19872,-1022,-8049.0,1,1,0,-6.0,,2.0,0.8703203936857689,0.5821983409192287,0.6446794549585961,0,1,0,0
157500.0,254700.0,30,2.910499585542397,N,Y,1,Commercial associate,Secondary / secondary special,Married,Apartment,0.0072739999999999,-15125,-2065,-2216.0,1,0,0,-168.0,Security staff,3.0,,0.6062993395206538,0.3031463744186309,0,1,0,0
202500.0,1076287.5,60,4.581111313109385,Y,Y,0,Working,Secondary / secondary special,Widow,House,0.019101,-15341,-6294,-9408.0,1,0,0,-536.0,,1.0,0.3928131252762866,0.4834760108655212,,0,1,0,0
67500.0,545040.0,18,3.133702849541271,N,N,0,Pensioner,Secondary / secondary special,Widow,House,0.022625,-22382,365243,-1314.0,1,0,0,-2055.0,,1.0,0.6142259496744918,0.2930897022262147,0.8337869986815019,0,1,0,0
216000.0,494550.0,18,3.6715618175323033,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.016612,-21536,365243,-4442.0,1,0,0,-1741.0,,2.0,0.6263195639626996,0.5643061974300161,0.4956658291397297,0,0,0,0
135000.0,180000.0,42,3.2550973167013852,Y,Y,0,Working,Secondary / secondary special,Single / not married,Apartment,0.028663,-14979,-1819,-5992.0,1,1,0,-2673.0,Laborers,1.0,,0.4197853644843862,0.722392890081304,0,1,0,0
76500.0,269550.0,18,4.057387234064812,N,N,1,Pensioner,Secondary / secondary special,Married,Apartment,0.020713,-19098,365243,-11284.0,1,0,0,-222.0,,3.0,,0.3270935118429021,0.5064842396679806,0,0,0,0
90000.0,123993.0,30,5.055383551834394,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House,0.016612,-17984,365243,-6760.0,1,0,0,-149.0,,1.0,,0.3310137046409505,,0,1,0,0
117000.0,1335996.0,42,3.2881273264516073,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.00702,-22142,-5089,-4613.0,1,1,0,-1458.0,High skill tech staff,2.0,,0.6300875688635659,,0,1,0,0
180000.0,323388.0,12,3.9564047713502126,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.0072739999999999,-14427,-1818,-3349.0,1,0,0,0.0,Laborers,2.0,0.8094783004674396,0.3461240456043608,0.5814837058057234,0,1,0,0
450000.0,755190.0,36,2.9256150251450443,N,Y,0,State servant,Higher education,Civil marriage,House,0.006629,-13913,-759,-228.0,1,0,0,-99.0,,2.0,,0.0024580546219524,0.3233112448967859,0,1,0,0
58500.0,675000.0,60,3.6151467684047147,N,N,1,Working,Secondary / secondary special,Separated,Rented studio,0.009175,-15003,-3186,-5780.0,1,1,0,-1644.0,Core staff,2.0,0.4927041106619111,0.3670307167603053,,0,1,0,0
67500.0,103500.0,12,4.033158203086685,N,N,0,Working,Secondary / secondary special,Married,House,0.018209,-17504,-4216,-10099.0,1,0,0,-1950.0,Core staff,2.0,,0.29749455124507,0.4920600938649263,0,1,0,0
157500.0,545040.0,30,2.6540280428505123,Y,Y,0,Working,Higher education,Single / not married,Apartment,0.022625,-10038,-1653,-3905.0,1,1,0,-1058.0,Core staff,1.0,0.1593606904875091,0.6945932530058346,0.5832379256761245,0,1,0,0
157500.0,1005120.0,24,3.2716431475136023,N,Y,0,Commercial associate,Secondary / secondary special,Widow,Rented studio,0.04622,-16873,-1626,-5554.0,1,0,0,-482.0,Core staff,1.0,,0.7536599227839219,0.5937175866150576,0,1,0,0
202500.0,168102.0,36,3.4352480210555494,Y,Y,2,Working,Higher education,Married,Rented room,0.025164,-14578,-2122,-2478.0,1,0,0,-1068.0,,4.0,0.2914229013562479,0.6435395683789991,0.6075573001388961,0,1,0,0
562500.0,1787283.0,60,2.461869050782817,Y,N,0,Commercial associate,Secondary / secondary special,Married,Apartment,0.01885,-16588,-3300,-3736.0,1,0,0,-2293.0,Accountants,2.0,0.7242265598461745,0.6437652719831607,0.6754132910917112,0,1,0,0
90000.0,225000.0,12,4.3550901545848895,N,Y,0,Working,Secondary / secondary special,Civil marriage,House,0.01885,-10260,-1868,-2351.0,1,1,0,-1661.0,Laborers,2.0,,0.1662922357676212,0.190705947811054,0,0,0,0
261000.0,862560.0,30,3.0730849995366465,Y,Y,0,Pensioner,Secondary / secondary special,Separated,Apartment,0.030755,-18443,365243,-3270.0,1,0,0,-1366.0,,1.0,,0.5977122880781701,0.6109913280868294,0,1,0,0
225000.0,874363.5,30,3.118712598051036,N,Y,1,Working,Secondary / secondary special,Married,With parents,0.010032,-9375,-183,-5408.0,1,0,0,-1004.0,Laborers,3.0,0.1125679536402191,0.2661864716445373,,0,0,0,0
81000.0,156384.0,12,3.089585441679211,N,Y,1,Commercial associate,Higher education,Married,Rented room,0.002042,-12554,-2590,-3392.0,1,0,0,-807.0,Accountants,3.0,,0.3275075753748697,0.6706517530862718,0,1,0,0
72000.0,270000.0,12,3.1029601361397985,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.025164,-20372,365243,-1113.0,1,0,0,-360.0,,2.0,0.7038796519030154,0.0243788174897118,0.4507472818545589,0,0,0,0
135000.0,253737.0,42,2.681703179337708,N,Y,1,Commercial associate,Secondary / secondary special,Married,House,0.011703,-10231,-185,-3899.0,1,0,0,-539.0,Laborers,3.0,,0.6502676513116131,0.6910212267577837,0,1,0,0
90000.0,152820.0,12,2.9220403469881138,N,Y,0,Pensioner,Higher education,Married,Rented studio,0.035792,-24779,365243,-2575.0,1,0,0,-2016.0,,2.0,,0.3573422337147276,,0,0,0,0
135000.0,490495.5,30,3.2986616407922145,Y,Y,2,Commercial associate,Secondary / secondary special,Married,House,0.010643,-14419,-1654,-28.0,1,0,1,0.0,Accountants,4.0,,0.4154986260495045,0.7981372313187245,0,1,0,0
270000.0,454500.0,18,3.190176812714864,N,Y,0,Commercial associate,Secondary / secondary special,Married,Co-op house,0.026392,-16455,-1448,-213.0,1,1,1,-445.0,Laborers,2.0,0.3770391006389039,0.3587747337018793,0.4311917977993083,0,1,0,0
90000.0,203760.0,12,4.015668842867016,Y,Y,1,Working,Secondary / secondary special,Married,House,0.0105,-13569,-3459,-7610.0,1,0,0,-2611.0,Core staff,3.0,0.7335484231427829,0.4211654712864322,0.7194907850918436,0,1,0,0
247500.0,808650.0,24,3.4757810766010535,Y,Y,1,Pensioner,Higher education,Widow,Co-op house,0.010147,-23160,365243,-9206.0,1,0,0,-1617.0,,2.0,,0.5301098694588686,0.2525986978339766,0,1,0,0
